综合评价,排名
0.38237147042380876,2362
0.4744212468447551,1648
0.17381652712568887,4287
0.6050840927502944,902
0.3695515062661943,2503
0.32783106450616634,2926
0.14881087464399545,4432
0.15906511216098568,4401
0.6100145513304522,881
0.2898230192016675,3372
0.16430527360873357,4371
0.684714526667231,611
0.4094452764375811,2161
0.792428295818685,223
0.2681140004897279,3603
0.792428295818685,245
0.27888854300507804,3488
0.4137718125302944,2114
0.208593580160694,4096
0.6399822422347126,779
0.43837610738608557,1928
0.3753522230487861,2435
0.32577309752519457,2943
0.5434220988768512,1183
0.3484793590812534,2715
0.5581239580103207,1104
0.23778456907120196,3892
0.12735795244108727,4500
0.1947616896689446,4188
0.7008235337369554,550
0.5125441999200339,1392
0.3575444965663424,2623
0.16529846592552785,4335
0.4831766705366069,1583
0.6764218037427064,643
0.8174339483003785,133
0.3763047074869413,2421
0.46383856151718705,1741
0.3792288821430222,2395
0.8397777113136558,85
0.5494708858248942,1150
0.14820695215655094,4437
0.279345344654486,3486
0.31665111383758904,3073
0.5219625195275077,1331
0.2804816490111957,3470
0.6550953977136813,714
0.30875311344874984,3156
0.4496382733647368,1851
0.5278066034627001,1280
0.5858035768313357,988
0.6784797707236783,635
0.18446408499935382,4237
0.4550890369432544,1811
0.4130634003851163,2118
0.5614018468370867,1086
0.28374746096705644,3433
0.409804256501338,2155
0.24570673412749883,3818
0.4890863959720594,1533
0.48198277307943604,1591
0.6071299828603609,895
0.6477878407623706,751
0.14256543308290087,4453
0.24324740952062487,3842
0.26232536057804134,3667
0.09827926468224875,4560
0.3412674964899327,2790
0.32245183062018085,2995
0.24570673412749883,3817
0.43457791356095965,1968
0.41233916132806914,2128
0.16536599774558608,4329
0.4221285378702053,2042
0.5206568529669677,1341
0.2538193871744327,3751
0.3689350384400424,2515
0.7737517023871708,324
0.34925316489518143,2710
0.07750445393327866,4582
0.3609493700347936,2583
0.4058724099624445,2187
0.5357922718679489,1233
0.43626395347655866,1946
0.013536411987765565,4604
0.5788030743993009,1014
0.3573658179421153,2625
0.42333851007075546,2035
0.48327688389172396,1581
0.42742149499314475,2005
0.2610620715796465,3682
0.33328182808468393,2857
0.5130551884979969,1391
0.6860721187722522,609
0.3231112080567783,2983
0.3038127161489951,3205
0.44543872191370865,1878
0.1328516147044033,4479
0.8174339483003785,141
0.4279726218053977,2000
0.6099496787843552,882
0.2923579240283986,3333
0.7891070398393185,281
0.47307544204992524,1656
0.28327052312129714,3440
0.6800053558353848,629
0.5066706854243119,1424
0.22329543929416343,4008
0.48535359581568344,1558
0.344851048582611,2751
0.3715969279084586,2485
0.4380690528668097,1931
0.7917689293077348,265
0.805078376649816,177
0.3921803499374488,2291
0.7958848632696782,201
0.46785667389347946,1706
0.22808282756360967,3978
0.4423307164134262,1898
0.3797095809553925,2390
0.355498606456276,2648
0.3756265960330032,2429
0.730462776830638,460
0.5912543404098534,961
0.22920705504941402,3962
0.27309990309339144,3536
0.7508348387003423,386
0.7635931592301706,351
0.6066096778620009,898
0.4935519935773631,1501
0.536384117484488,1224
0.37995176292857147,2388
0.5366281897774652,1221
0.40435349292282036,2202
0.3170565219908162,3067
0.50358141394137,1449
0.5169463162326042,1362
0.5140524313421161,1383
0.5152060893884501,1372
0.4096772718596529,2157
0.6726356867884858,664
0.47266014783195204,1661
0.581985268866077,999
0.5653478974725468,1064
0.5036591323125355,1447
0.2409667635379781,3866
0.3425824794708695,2774
0.5138391808630322,1384
0.7050110083170782,528
0.43629211601649037,1944
0.35048188203871933,2691
0.25464674669206844,3741
0.5641907209471881,1070
0.27528485471604835,3514
0.8780928111374304,15
0.3431555801444209,2769
0.31827691230441263,3054
0.21445564008471082,4062
0.36985856078547014,2501
0.38527554186540397,2348
0.7645783252033844,342
0.5560780679002543,1116
0.4193088419462109,2072
0.26263241509731716,3660
0.653418674218479,721
0.3770297154981518,2414
0.24888892859427497,3788
0.3236315130551382,2977
0.3636112595032099,2567
0.34103274061735234,2794
0.6050720158793891,903
0.42067662060233924,2054
0.6535269139171763,718
0.4034953115912916,2211
0.3007674450435011,3231
0.3990297139859879,2242
0.47727499350095337,1626
0.3971228853885119,2254
0.4757373315183415,1638
0.631689519310188,817
0.26543336607832385,3632
0.30548730149288916,3194
0.553416178431838,1127
0.23840056842955173,3887
0.3337587659304433,2843
0.43952976543241945,1924
0.4171860024191423,2091
0.6816700024596818,622
0.3123366655414282,3119
0.38237147042380876,2365
0.312643720060704,3115
0.26232536057804134,3661
0.7977520747555176,192
0.43540716339839347,1956
0.5258536472621151,1300
0.46665825744118145,1718
0.31530560952912023,3086
0.331096876462027,2885
0.65308079788531,724
0.31093806507140676,3135
0.35562559109796116,2638
0.10200853543395286,4554
0.4529661974161858,1825
0.7950901852871013,203
0.294712758977539,3309
0.8674452532637653,43
0.8807547006058467,12
0.5371908723379702,1216
0.7167519718626545,489
0.2751145029217627,3519
0.5844362666430095,993
0.17774170559249994,4277
0.31770381163086125,3060
0.43540716339839347,1955
0.27031102898329007,3579
0.615041462299116,867
0.25464674669206844,3739
0.7672402146718007,337
0.5832686720046046,995
0.12735795244108727,4493
0.47204414847360227,1667
0.19349840067054977,4194
0.34751293805102723,2728
0.28760724576511754,3394
0.3715969279084586,2487
0.07593550166897156,4584
0.3431555801444209,2770
0.6896556708649305,592
0.31688663866433264,3070
0.21492050105956487,4058
0.39636782451757163,2257
0.26529430456573344,3633
0.325603214198711,2947
0.23230298367879126,3937
0.2243173152735425,4003
0.6826672453038011,620
0.4646744794267033,1732
0.5748382788208531,1030
0.8674452532637653,40
0.14022128375130222,4461
0.33315484344299884,2866
0.15440069973510354,4414
0.39863991210833793,2246
0.3895184604690326,2312
0.27842368203022394,3490
0.3627104690475967,2572
0.21483688357048028,4059
0.2961440409826192,3287
0.6373203527662964,793
0.283143538479612,3444
0.331096876462027,2888
0.32783106450616634,2925
0.3564837724294899,2632
0.4372398030293759,1934
0.1621470932726448,4382
0.6072256772203508,894
0.3090601679680257,3151
0.4874643584718467,1545
0.4481748003486185,1860
0.5061288750324557,1426
0.32551293956319105,2948
0.5884654662997519,978
0.32577309752519457,2942
0.42772854951242056,2003
0.40381444298147273,2208
0.3769207068452911,2419
0.6629111827924465,694
0.3759033498610391,2425
0.41135399535485523,2144
0.2931630201240219,3328
0.29171110285615576,3342
0.2416462441890612,3859
0.4645474947850182,1735
0.2566838415043913,3717
0.40336832694960645,2212
0.20852793866043387,4098
0.7290949981745095,464
0.29737464844595524,3274
0.5460465093849391,1175
0.24211110516391518,3850
0.5044315468730999,1444
0.15423081640862002,4416
0.14017791659870169,4462
0.4747060379420185,1645
0.6692956858661315,676
0.44970038546032504,1850
0.6619881289148208,698
0.5586750848225736,1101
0.46253289495664696,1748
0.6919162027074446,583
0.6069909213477704,896
0.8083996326291826,164
0.3558056609755518,2636
0.31892373347665554,3045
0.7762029897248173,318
0.25327896803594013,3758
0.36819205444000735,2527
0.41991276443365533,2060
0.7008235337369554,547
0.42203284351021536,2048
0.5258536472621151,1293
0.8039975163166122,178
0.30875311344874984,3155
0.48535359581568344,1559
0.3990297139859879,2243
0.3548826070979262,2651
0.653418674218479,719
0.4786714558196665,1608
0.4247904273386216,2023
0.4141428694649566,2108
0.1584611896735412,4404
0.24477299463233146,3831
0.3034293345119174,3207
0.3689350384400424,2514
0.28996208071425794,3369
0.3149985550098444,3091
0.2750188085617728,3521
0.4399016924977921,1920
0.31359995453982303,3105
0.792428295818685,231
0.27389458107596837,3526
0.49020043690675663,1525
0.41998695340014897,2059
0.5153733134409721,1369
0.7428491702950936,427
0.7109512550800627,510
0.2704380136249752,3576
0.557648411417925,1105
0.5715724668649924,1041
0.44854672741399115,1856
0.47773985447580747,1618
0.3863175210592687,2342
0.3816284864237737,2370
0.29797857093339974,3261
0.16529846592552785,4360
0.7736680848980863,325
0.285273046078763,3419
0.4753220373003683,1640
0.2580824419744127,3705
0.6084020671564994,890
0.2960475885941131,3288
0.26172143809059684,3676
0.18306548452933238,4252
0.33315484344299884,2861
0.4441566879723261,1886
0.792428295818685,233
0.534254609885337,1238
0.6149765897530192,868
0.8004139642239338,188
0.2446460099906463,3835
0.3217126075867569,3002
0.5620633514993454,1084
0.812110169363546,157
0.792428295818685,234
0.48670262952882404,1551
0.5123863934644556,1395
0.42757930144872297,2004
0.29149837349972485,3346
0.5974796678308152,935
0.36413156450156975,2562
0.7231672967502326,475
0.2004152856135,4156
0.16529846592552785,4339
0.09108827425957694,4564
0.19303353969569573,4198
0.43686787596400317,1937
0.32783106450616634,2927
0.7508348387003423,387
0.31892373347665554,3047
0.7902433441960282,268
0.3412674964899327,2788
0.013536411987765565,4602
0.45775092641167064,1792
0.7992776598672242,189
0.5361474909650947,1226
0.32158562294507176,3013
0.39446099592009565,2271
0.49735018740248904,1485
0.4396688269450099,1921
0.5060667629368674,1429
0.20786857214948354,4108
0.418045552947816,2085
0.5115175265153851,1399
0.31971841145923247,3036
0.6198234308440923,855
0.250096773569164,3780
0.1461489851755792,4442
0.792428295818685,243
0.5034048734684512,1457
0.3689350384400424,2519
0.5245782704671678,1305
0.27606884708108353,3510
0.6012331032499769,919
0.4342708590416838,1970
0.789766406350269,275
0.5545524827885477,1123
0.35562559109796116,2641
0.4760117045025586,1630
0.18725295910945522,4232
0.2506291554384291,3775
0.5689105773965761,1049
0.4783992209867577,1611
0.25229380206272617,3763
0.51703206094735,1361
0.3946102439837933,2270
0.3594117080521817,2601
0.5941584118514486,952
0.3809937421224362,2377
0.5098823104516176,1411
0.39293754895969735,2285
0.1745595111257238,4285
0.2808830066370979,3467
0.5772019090677372,1020
0.4435406886139763,1889
0.30548730149288916,3196
0.694236465801728,574
0.2270100265558518,3984
0.7347365172481596,453
0.5204682246974964,1344
0.6582655153095521,705
0.2421231820348205,3849
0.4050128594337707,2197
0.4457872838644193,1871
0.35314377150713555,2668
0.2674143836422935,3613
0.6839305343021959,613
0.28303124825358966,3450
0.4614368300107742,1765
0.5524945158075759,1133
0.7565926567981358,368
0.8754309216690142,19
0.7795957863223633,307
0.3358882626039472,2830
0.43546927549398173,1954
0.5196939504157663,1346
0.15426163822251307,4415
0.2939180809949621,3319
0.4260933334486531,2013
0.5268849408384381,1286
0.2915305645107629,3345
0.30040570452923565,3237
0.32516917503775006,2952
0.3049669964945293,3201
0.29483974361922416,3307
0.5518905933201315,1137
0.4411770583670922,1909
0.7592545462665519,358
0.48061499442330774,1599
0.32878540866548717,2912
0.5867887428045496,986
0.387228498065989,2329
0.535919256509634,1230
0.34751293805102723,2725
0.6618490674022304,700
0.2723569190933565,3557
0.617161541375676,862
0.5205298683252826,1342
0.7763112403491619,317
0.4408887487908042,1910
0.5600241185357143,1094
0.8066594057850284,170
0.3170565219908162,3066
0.4355649698539717,1950
0.5816040253803075,1002
0.5224828245258676,1325
0.32933653547774017,2909
0.32298422341509314,2984
0.3049669964945293,3200
0.3789665969553575,2399
0.7950901852871013,213
0.4527462788650193,1828
0.8360671745792922,90
0.48106111045517397,1596
0.22714908806844228,3983
0.29862586057344476,3255
0.7309830818289977,459
0.20307717508191625,4140
0.30827831375429876,3161
0.2975016330876404,3268
0.4528732635067044,1826
0.25061707856752385,3776
0.24530537650159664,3822
0.2416462441890612,3860
0.27842368203022394,3491
0.29059682501559553,3361
0.5216881465432907,1332
0.35914566189790614,2606
0.8674452532637653,39
0.27842368203022394,3493
0.40841773290222194,2169
0.19083651120213355,4211
0.5539364834301979,1124
0.45974402084654553,1781
0.20633091016687163,4124
0.8397777113136558,83
0.21523824119638246,4054
0.23120957800687997,3947
0.8307433956424597,98
0.29862586057344476,3254
0.31892373347665554,3048
0.23792363058379237,3891
0.3245545669327638,2963
0.46665825744118145,1719
0.6312139727177922,820
0.5164795649379521,1365
0.3364206553988595,2822
0.3943031894645174,2273
0.24198412052223003,3855
0.3475764413999791,2723
0.3889794105276849,2318
0.3123366655414282,3120
0.3737920660822227,2459
0.14296679070880308,4450
0.1461489851755792,4441
0.2036690206984554,4137
0.3019037494002108,3219
0.25247248068695327,3762
0.23718064658375745,3895
0.1295303587250367,4485
0.2728030351252228,3548
0.27356476406824554,3530
0.2798222825002454,3481
0.8269452018173338,116
0.4168047589333728,2094
0.6293346843610477,828
0.8328849801125162,95
0.43511029543022484,1958
0.22496413644578536,3995
0.44840766590140074,1858
0.1461489851755792,4440
0.24477299463233146,3828
0.5526852713027084,1132
0.4088190905281241,2166
0.5622292063547225,1083
0.2804816490111957,3473
0.41588309630911074,2102
0.32326045612047594,2981
0.3788722938487312,2401
0.16975603718725116,4305
0.5293300504230984,1265
0.3790099641079581,2397
0.2751578700743632,3518
0.20198423787780712,4146
0.6303932703465918,823
0.15365771573506856,4419
0.47228909089728977,1664
0.5728874498459292,1036
0.4839973729078073,1568
0.36877723198446416,2524
0.7291598707206064,461
0.7725639936086333,329
0.15376006724149388,4418
0.07153338535640115,4585
0.4601038710410129,1775
0.1971006867805688,4183
0.4867334513427171,1550
0.2724526134533464,3555
0.23946129256640428,3877
0.6806741508689261,625
0.5256216518400432,1302
0.2688569844897628,3594
0.7944308187761511,214
0.3501748275194435,2696
0.700876329412147,544
0.6511393974329771,732
0.5159592599395921,1367
0.40701538239123664,2177
0.4279726218053977,2001
0.7645783252033844,343
0.39207533915706216,2292
0.20913186114787832,4094
0.706274297315473,521
0.3060912239803336,3186
0.16529846592552785,4358
0.2704380136249752,3573
0.45273420199411396,1829
0.2954436661066686,3299
0.538240910857281,1211
0.31545132818814603,3085
0.4061572010597079,2183
0.6698347358074792,675
0.47307544204992524,1657
0.7125197388765676,504
0.38555366489058485,2346
0.3628682755031749,2571
0.4009947470574783,2227
0.7977520747555176,196
0.792428295818685,226
0.16870952807261225,4309
0.3645128079873392,2559
0.440730942335226,1913
0.41847959210877705,2080
0.3917991064516794,2299
0.2102127214810822,4089
0.19835731863252823,4170
0.48424544307325834,1566
0.6272700493079935,835
0.5107745425153501,1405
0.2935764546208293,3323
0.31093806507140676,3134
0.38565815454831837,2345
0.21742458407240295,4040
0.2538193871744327,3752
0.7008235337369554,549
0.4829859150414744,1584
0.32158562294507176,3014
0.8754309216690142,17
0.438131164962398,1930
0.35335702198621965,2666
0.3415646013639644,2784
0.35635725625560694,2634
0.14079438442485365,4460
0.365806397676974,2550
0.22168624761901937,4014
0.32158562294507176,3009
0.3586808009230521,2608
0.4885004494734394,1536
0.6384137584382077,786
0.514654962576197,1378
0.7850152596191856,291
0.5662486879281599,1060
0.4417147170550763,1907
0.48106111045517397,1595
0.3129839551814732,3112
0.3611294399123843,2579
0.2351226796027857,3908
0.32158562294507176,3007
0.5992400088151021,928
0.16849274818885637,4310
0.20368109756936073,4135
0.8807547006058467,13
0.3015104290435361,3224
0.25761758099955867,3710
0.36945534343840225,2504
0.44857615797452066,1854
0.3742588173768749,2449
0.2907875805107279,3358
0.32158562294507176,3010
0.48846021006260243,1537
0.7939538809303917,218
0.28078870353047153,3469
0.28593241258971336,3410
0.49020043690675663,1524
0.4176969909971054,2088
0.30661152897869354,3182
0.24796726597001287,3805
0.2542127075311075,3748
0.48221476850150785,1590
0.5742343563334087,1032
0.05983718021678895,4591
0.35522423347205895,2650
0.5850088988487587,990
0.2479551890991076,3806
0.7492663549038373,391
0.3195276559641,3039
0.8807547006058467,14
0.5390580838238096,1203
0.3306199386162677,2896
0.4616112323323849,1762
0.7455110597635097,412
0.792428295818685,250
0.46034742221133695,1772
0.324247512413488,2967
0.6461572448702775,759
0.47041355258150896,1682
0.3737920660822227,2460
0.2939180809949621,3317
0.6677888456974127,680
0.4757373315183415,1637
0.16112307914195742,4388
0.4779839267687846,1613
0.3953826585443577,2263
0.42446273755655983,2028
0.4691502635831142,1704
0.7642712706841086,347
0.41998695340014897,2058
0.8727690322005979,23
0.1745595111257238,4284
0.7791188484766038,308
0.2933977759966022,3324
0.331096876462027,2893
0.3869522653606063,2332
0.581985268866077,1000
0.7008235337369554,551
0.32383835421929696,2974
0.43290308038555547,1975
0.2071255881494486,4112
0.789766406350269,272
0.7705614706511672,332
0.842439600782072,79
0.4246326208830433,2025
0.33328182808468393,2854
0.4257755933118355,2014
0.6832711677912455,616
0.840254649159415,82
0.5258536472621151,1297
0.23618340373963823,3904
0.21964035750895286,4028
0.2617107524730551,3678
0.7029651182070118,536
0.20807113701102584,4103
0.5739996004608283,1035
0.3284349869936108,2916
0.6889126868648956,595
0.47850423176714446,1610
0.3564837724294899,2633
0.3282002311210304,2921
0.3718391098816376,2480
0.5193850055766923,1347
0.7008235337369554,546
0.3805369404730282,2380
0.30016352255605666,3239
0.5412430354464665,1193
0.46785667389347946,1707
0.26825306200231835,3599
0.31487157036815927,3093
0.35713106206953493,2628
0.5614018468370867,1085
0.43063451127381397,1989
0.41633800763872064,2099
0.10626493308749747,4543
0.38237147042380876,2363
0.36857329792577687,2525
0.5022193028412217,1463
0.270644854789134,3568
0.6806092783228292,626
0.18856794209039207,4224
0.23619548061054355,3903
0.35816049592469223,2619
0.37172391255014375,2481
0.37704769148697626,2413
0.3752439833500888,2438
0.4083435439357283,2170
0.23998159756476414,3872
0.34187141897737716,2778
0.3953103292990299,2264
0.7839223224150764,297
0.4665933848950846,1721
0.1981874353060447,4173
0.39978477485692815,2235
0.7290949981745095,463
0.19303353969569573,4199
0.2234264744631735,4005
0.3081491909613054,3165
0.34472406394092586,2754
0.26484818853386716,3643
0.2739661107685006,3525
0.18770976075886325,4231
0.17241792665566744,4296
0.26825306200231835,3600
0.24809425061169801,3803
0.4520654069605726,1835
0.32541135701092905,2949
0.5215611619016055,1336
0.7023491188486619,538
0.792428295818685,220
0.5220777168590016,1328
0.3975041288742814,2253
0.2584122589821356,3700
0.26292928306548585,3658
0.2335335911421273,3924
0.4181725375895011,2083
0.7432832094560544,421
0.23731970809634786,3894
0.26983409113753076,3585
0.3715969279084586,2482
0.5905113564098183,968
0.284065201103874,3430
0.2681140004897279,3602
0.4952922204215173,1496
0.4342895930590244,1969
0.4758423422987282,1635
0.24087243837513317,3867
0.26218629906545093,3672
0.7977520747555176,190
0.6389013819015087,785
0.6413607065083826,774
0.5287917694359141,1269
0.6341815254521208,813
0.4494035174921564,1853
0.29657997046337836,3280
0.5346559675112391,1236
0.44285102141178606,1894
0.12420657978820422,4507
0.8584109375925695,60
0.3989086175365748,2244
0.6726236099175805,665
0.3007674450435011,3230
0.34751293805102723,2724
0.5362571328428029,1225
0.47773985447580747,1616
0.641962490844519,772
0.219767342150638,4024
0.418788536947851,2076
0.7419275076708314,430
0.19776734366280188,4176
0.18040359506091616,4265
0.250096773569164,3782
0.44568013493272435,1873
0.2465708036512997,3815
0.26232536057804134,3669
0.5884654662997519,977
0.49020043690675663,1523
0.547488477007561,1166
0.789766406350269,269
0.44260694911880893,1895
0.2366603415853976,3897
0.16910874754720615,4308
0.3816284864237737,2372
0.24058552005220865,3868
0.41885064904343927,2075
0.4119270960284066,2137
0.31626184400823926,3076
0.5171898674029282,1360
0.6975148230962963,561
0.2393222310538138,3882
0.31892373347665554,3044
0.7645783252033844,345
0.6887340082406684,596
0.7669331601525249,338
0.4130634003851163,2119
0.3938852359725828,2277
0.26529430456573344,3634
0.42432367604396937,2029
0.34392938595834893,2758
0.792428295818685,240
0.272495980605947,3550
0.3161348593665541,3081
0.19083651120213355,4212
0.39293754895969735,2284
0.5912543404098534,966
0.5850088988487587,989
0.24430813365747742,3838
0.7843992602608358,293
0.44243659732452323,1896
0.3666664693283008,2536
0.44986760951284716,1849
0.46919363073571474,1703
0.37477912237523475,2440
0.4585147825803545,1788
0.1645796465929506,4369
0.2809156881721567,3466
0.3885434810469259,2320
0.4240474433385866,2032
0.6709281414793904,669
0.5380608409796903,1212
0.6507567847500627,734
0.23014266519139423,3955
0.5533513058857411,1130
0.5939162298782695,954
0.3917891568064353,2300
0.2804816490111957,3471
0.6875140863948742,601
0.3084562454805812,3160
0.230414900024303,3954
0.3710031919721213,2495
0.25075614008011426,3773
0.2804816490111957,3474
0.27031102898329007,3578
0.4778528915997744,1615
0.3282651036671273,2919
0.25430887035889954,3746
0.23055396153689345,3953
0.32158562294507176,3015
0.5226593649987865,1324
0.46253289495664696,1751
0.7369107832532749,442
0.4669350112692174,1715
0.546808996356478,1169
0.5492287038517152,1153
0.6525604928869502,727
0.4320984527577344,1985
0.537966537873064,1213
0.494072298575723,1500
0.2323972867854176,3936
0.3034293345119174,3208
0.3073199411238715,3170
0.5044857338016551,1443
0.12735795244108727,4492
0.38313532659249255,2358
0.29125619152654586,3351
0.6869937813965143,604
0.49715943190735656,1486
0.36819205444000735,2530
0.7339418392655827,455
0.3203223339466769,3027
0.4701787967089287,1684
0.24809425061169801,3802
0.19145251056048332,4209
0.2989637369066137,3253
0.1045247062433433,4550
0.2277530105558868,3981
0.4569337534451421,1797
0.271848690965902,3559
0.3195276559641,3037
0.5992400088151021,927
0.25495569153114245,3737
0.1733516661508348,4291
0.5057698949686988,1433
0.1824494851709826,4258
0.7364338454075154,446
0.6518175088869153,731
0.15945843251766043,4398
0.3741010109212966,2456
0.33860560702151643,2806
0.2388573700789598,3886
0.41233916132806914,2130
0.792428295818685,255
0.2543396921727926,3745
0.6635584724324916,691
0.2048889425442497,4130
0.19149587771308388,4208
0.3096747760730119,3147
0.864783363795349,48
0.886078479542679,4
0.5420377134290434,1188
0.2629413599363912,3657
0.4348219858539368,1962
0.5687715158839857,1052
0.45242714747483814,1830
0.5339663003090489,1239
0.7458181142827855,410
0.3910440455807392,2303
0.14147249587879174,4456
0.21803919217738915,4031
0.5474777913900193,1167
0.670642592353611,671
0.37330633293871973,2468
0.6803230959722024,628
0.30548730149288916,3195
0.45768605386557376,1794
0.5078572925102,1420
0.26824098513141303,3601
0.5492287038517152,1151
0.46925527436350084,1701
0.7475583411269398,405
0.4880803578301966,1541
0.2856542895645325,3414
0.3654604950002247,2555
0.39377080759525224,2278
0.3662731489716261,2542
0.660450466932209,704
0.1877732641078151,4229
0.5008479947804216,1466
0.18333985751354948,4250
0.16529846592552785,4359
0.48814246992578486,1539
0.5367305412838904,1220
0.8146450741902771,149
0.6504189084168938,736
0.5060667629368674,1427
0.2998479205705473,3243
0.3011486885292706,3229
0.2594502206305411,3691
0.5419519687142976,1191
0.250096773569164,3781
0.49058444084303465,1520
0.3917991064516794,2298
0.14562868017721933,4443
0.25730863616048466,3712
0.3028254120244729,3215
0.19882217960738227,4165
0.3574608790772578,2624
0.6449681448383762,763
0.6752667544430091,649
0.8699801580904964,33
0.3138067957039818,3101
0.20807113701102584,4104
0.2939180809949621,3315
0.4061017461105549,2184
0.3709809285501088,2496
0.5188992724331893,1349
0.5379338563380053,1214
0.3600277074105316,2596
0.32516917503775006,2958
0.49086923194029797,1516
0.23806269209638284,3889
0.3539609444736641,2661
0.2799492671419305,3480
0.4350982185593195,1959
0.8028612119599025,183
0.33716363939889454,2813
0.864783363795349,50
0.33328182808468393,2856
0.24264348703318037,3843
0.34472406394092586,2753
0.45336754411644087,1823
0.44611683336764674,1867
0.21758239052798115,4036
0.5438400523687859,1181
0.2651673199240483,3637
0.3742588173768749,2450
0.29657997046337836,3285
0.8083996326291826,166
0.5098823104516176,1412
0.12735795244108727,4498
0.32295340160120006,2989
0.4246326208830433,2026
0.19894916424906742,4164
0.27716039303182916,3506
0.21492050105956487,4057
0.7358299229200709,447
0.5881910933155349,979
0.14829056964563556,4434
0.2975016330876404,3270
0.11544496741771923,4525
0.748789417058078,397
0.47051856336189574,1678
0.4555351529751207,1810
0.6027257283964822,907
0.6944283229895101,573
0.7392347963885222,439
0.40115255351305645,2223
0.6477261971345845,752
0.6123147002846029,876
0.329549264834171,2905
0.4773679274104347,1621
0.2830044769670215,3451
0.15823851067186614,4405
0.28101803967858197,3465
0.19303353969569573,4200
0.17068977668241855,4302
0.7109512550800627,509
0.25075614008011426,3772
0.33049295397458256,2898
0.3000365379143715,3242
0.4194666484017891,2065
0.5268849408384381,1287
0.47863121640882955,1609
0.25341802954853054,3755
0.46692507254962035,1717
0.5152060893884501,1375
