92	45	15
116	82	20
124	62	22
136	76	21
135	76	21
95	45	45
79	46	46
67	43	43
106	31	19
38	38	38
86	50	50
60	37	37
115	71	17
110	32	19
105	65	19
71	52	26
104	64	20
69	40	40
70	40	40
73	44	44
97	65	43
70	43	43
90	60	16
107	60	27
125	72	19
81	46	46
80	46	46
100	61	19
115	31	20
75	65	56
80	46	45
100	65	55
101	67	56
100	66	56
70	53	31
50	35	35
121	32	29
110	31	19
125	65	47
71	39	26
70	60	40
108	32	18
118	61	18
73	43	43
112	66	14
85	62	43
85	62	42
105	76	21
106	66	25
75	44	17
68	38	38
107	69	31
112	57	20
100	72	40
128	79	28
91	50	50
60	33	33
83	57	27
70	60	40
127	64	13
100	62	16
111	76	20
77	55	32
119	55	21
105	46	14
74	49	48
117	74	24
65	49	49
116	75	30
116	75	30
60	35	35
70	37	25
73	43	43
115	65	18
70	46	26
77	43	43
104	31	28
130	80	27
120	70	18
76	60	46
69	45	45
105	34	27
93	61	20
55	31	31
76	32	20
98	52	34
126	82	21
133	90	45
95	55	37
80	45	45
91	61	21
105	52	25
128	79	29
120	71	15
116	73	23
120	68	19
86	49	49
95	77	55
135	60	23
76	51	51
74	44	17
108	31	18
82	46	46
120	70	16
130	70	20
110	31	19
110	72	17
98	47	47
100	45	15
116	78	16
65	47	25
130	81	20
115	78	21
127	51	16
108	31	19
81	56	14
106	69	23
75	45	45
126	67	19
65	47	25
65	48	25
65	47	25
65	48	25
67	48	25
65	47	25
102	57	21
135	36	20
116	62	15
120	69	21
120	71	21
76	32	20
112	73	19
114	31	21
90	54	30
112	77	18
100	49	49
108	70	20
106	71	21
134	70	23
118	62	21
117	63	20
67	43	43
77	29	25
111	62	18
76	72	55
137	50	15
105	47	30
120	60	30
120	65	30
120	65	30
120	67	30
120	65	30
72	55	21
115	50	27
56	34	34
123	79	30
68	38	38
130	67	19
103	46	15
102	46	15
132	69	15
82	45	45
74	52	25
112	66	28
110	44	16
115	53	18
103	66	35
132	64	30
137	80	23
110	35	35
115	75	21
111	66	23
135	86	37
65	40	40
137	65	32
117	42	32
131	96	40
63	40	40
95	70	27
95	92	35
131	112	26
121	72	19
97	50	30
98	68	19
106	63	17
102	71	27
61	38	38
77	60	45
83	51	41
106	62	18
85	47	47
120	76	14
127	86	30
119	68	21
108	32	18
135	35	20
97	66	42
85	62	15
101	56	21
83	83	38
110	47	14
72	40	40
72	41	41
73	43	43
89	79	22
113	57	19
120	60	23
106	51	17
120	72	15
120	64	30
120	71	35
94	64	51
116	67	19
130	81	21
125	76	25
130	77	26
85	61	44
61	38	36
60	35	35
115	72	20
116	77	21
128	110	19
75	44	44
85	70	25
90	47	47
100	70	20
100	56	20
75	52	52
80	45	45
115	66	17
65	39	37
75	51	51
55	31	30
73	44	44
73	43	43
125	66	19
112	75	45
66	43	43
135	78	20
97	65	30
120	77	22
137	81	23
130	76	26
87	68	45
75	51	30
60	33	33
68	38	38
60	32	32
63	39	39
92	61	21
100	75	20
111	77	25
123	78	23
119	67	19
60	35	35
126	69	26
100	100	12
100	100	10
126	79	21
40	37	37
62	39	39
115	62	18
100	61	20
86	73	23
101	61	30
90	56	30
60	38	38
83	57	18
120	61	18
126	81	22
100	62	21
128	101	20
115	71	17
115	66	16
116	66	15
115	66	15
70	40	40
66	36	25
98	48	48
101	31	19
107	31	19
108	31	19
107	31	19
107	31	19
117	55	17
94	52	16
80	57	20
135	77	15
106	64	17
101	51	35
111	56	15
80	45	45
111	61	19
90	79	22
120	76	23
113	67	19
110	37	25
73	47	47
120	73	21
81	55	53
115	60	20
116	61	20
115	66	20
101	61	22
130	80	24
105	58	16
117	70	16
81	53	41
90	56	32
131	82	24
127	87	22
135	86	15
120	66	17
103	79	16
96	60	24
106	66	23
131	81	23
135	41	24
132	82	22
110	55	15
125	65	28
120	68	18
127	70	17
120	70	19
84	48	48
130	77	19
126	76	25
137	89	34
131	82	27
130	80	25
120	82	20
120	70	17
96	75	54
131	81	20
91	67	30
71	41	41
70	39	26
100	42	42
125	121	40
136	76	24
125	81	21
105	72	19
119	61	23
80	80	43
132	37	25
76	45	21
106	76	18
75	45	45
110	50	34
106	71	19
111	30	23
128	50	50
130	82	23
130	82	20
126	77	19
135	42	23
107	75	23
135	74	18
103	70	19
133	72	20
77	46	46
103	68	17
100	100	10
127	71	15
116	87	27
130	92	28
115	72	22
105	67	18
90	61	16
105	70	22
130	34	26
138	93	30
100	58	16
70	43	43
133	73	20
119	80	20
130	72	20
75	45	45
114	70	20
115	70	20
120	70	18
130	82	23
130	93	17
130	83	22
130	83	22
120	61	18
102	70	18
79	46	46
72	45	45
111	66	17
65	36	24
44	32	32
71	52	26
75	45	45
106	66	16
90	50	50
83	47	47
65	36	25
70	39	27
70	39	27
83	42	30
72	52	24
75	46	46
132	107	20
91	71	20
69	39	39
57	36	36
69	39	39
67	41	41
100	71	16
75	45	43
108	71	19
69	41	41
71	44	44
108	62	18
120	61	21
107	65	15
90	79	22
83	47	48
126	68	19
100	71	18
135	72	16
117	72	15
116	93	16
78	44	44
132	82	25
130	82	20
125	76	21
55	55	17
125	77	31
70	43	43
84	48	47
131	90	27
56	35	35
126	82	20
90	62	42
105	62	18
110	35	20
125	71	29
120	75	16
97	40	19
116	69	16
67	41	41
96	70	16
112	64	21
96	62	16
73	41	41
70	41	40
70	40	40
115	69	19
127	112	16
120	72	21
115	65	22
80	45	45
115	60	16
115	65	35
104	42	26
126	71	18
118	56	17
98	63	16
99	66	15
65	35	35
115	64	29
70	65	15
120	67	22
115	74	18
105	71	19
125	72	17
119	71	17
106	46	14
56	31	31
120	76	26
86	51	51
50	38	38
115	67	20
120	81	26
122	81	34
78	70	46
119	77	16
107	70	16
90	56	31
90	65	39
97	58	21
91	67	51
138	92	37
55	43	43
73	43	43
130	67	17
120	51	46
80	47	47
116	80	17
80	47	47
70	40	40
111	67	21
100	51	34
70	40	39
90	50	50
80	61	11
106	31	19
108	30	18
95	32	19
116	61	20
92	50	50
132	120	35
80	59	38
129	71	22
85	48	48
103	31	31
120	51	50
98	72	17
105	46	16
96	55	14
121	81	30
124	83	33
127	77	27
100	55	16
120	61	15
90	65	30
101	67	41
121	76	31
69	43	43
81	43	43
100	71	15
77	45	45
111	76	17
84	47	45
96	45	34
79	68	21
120	53	52
71	41	41
116	50	20
116	51	20
75	46	47
73	46	46
70	55	25
117	56	56
100	50	45
121	83	23
105	60	16
100	60	21
123	66	21
91	52	16
100	46	16
90	50	50
84	45	45
117	60	36
117	61	36
75	45	48
108	73	30
130	84	27
115	60	15
85	53	31
74	47	40
69	44	43
73	41	41
113	68	19
54	35	35
100	64	20
130	63	30
130	110	17
130	87	52
77	51	51
82	48	48
100	60	13
106	70	21
110	31	20
120	66	25
65	39	39
130	90	27
55	36	36
103	50	35
55	35	35
60	31	31
67	41	41
136	29	28
109	65	20
60	35	35
63	39	39
107	70	17
80	69	21
70	51	26
70	38	26
80	47	28
77	45	45
57	34	33
57	32	32
112	50	18
125	91	19
122	42	42
106	71	20
120	71	20
57	35	35
102	67	16
113	80	30
105	73	23
80	40	40
122	85	25
85	65	20
136	81	22
59	35	35
105	72	17
85	62	34
125	71	26
130	81	21
122	67	15
88	50	50
121	77	16
105	60	19
105	71	20
120	70	22
117	67	15
103	46	16
136	85	25
116	70	26
105	103	53
96	63	20
127	76	32
130	110	20
110	60	15
122	70	21
94	53	13
120	71	20
121	85	41
111	69	26
118	67	20
68	50	25
120	70	27
120	60	33
120	60	33
120	60	33
120	60	33
120	60	33
120	60	33
120	60	33
111	71	21
120	80	24
120	78	21
106	72	17
100	36	22
95	41	14
125	70	18
125	71	17
101	66	43
112	75	20
69	40	40
75	45	45
71	41	41
130	73	19
107	60	18
101	62	21
87	62	19
90	50	50
135	37	21
108	31	18
135	36	22
107	34	20
111	34	25
110	59	16
106	46	14
110	47	14
111	76	16
104	75	30
116	67	19
92	61	21
98	61	17
69	43	43
80	50	45
120	67	15
111	67	15
101	62	15
110	73	14
115	56	11
75	66	42
100	60	17
73	46	46
122	73	18
101	61	20
120	100	34
114	62	22
86	49	49
120	70	15
100	68	50
111	67	21
125	74	20
69	37	39
81	52	14
51	31	31
110	31	19
110	65	15
76	50	50
89	64	38
106	75	20
116	73	19
91	66	41
79	35	35
72	44	44
136	42	21
126	61	23
104	53	53
126	110	17
130	64	31
125	87	40
72	45	45
100	62	43
136	75	19
119	55	21
105	72	19
97	70	19
116	60	20
56	36	36
110	75	19
111	67	19
103	67	30
96	69	19
121	36	20
74	48	45
60	40	39
116	47	32
47	33	33
114	68	19
90	66	16
112	66	14
86	61	56
116	71	17
136	76	22
75	45	45
118	55	22
136	81	27
115	70	27
92	48	48
100	62	18
104	67	30
87	44	44
91	51	51
117	106	20
126	61	30
98	58	28
107	31	19
100	52	33
104	69	19
115	73	17
130	71	15
125	84	30
128	72	24
110	66	20
80	60	23
65	37	37
120	70	22
84	65	53
105	34	24
117	72	26
80	61	27
115	65	23
83	47	47
67	40	40
67	45	45
121	72	18
113	62	15
106	66	18
100	71	16
116	67	16
127	67	16
126	72	21
94	52	18
100	80	16
114	66	15
135	68	22
106	67	14
111	81	24
112	65	22
62	37	37
102	46	37
111	70	21
106	71	16
109	74	21
131	77	18
116	72	16
105	71	26
121	62	40
100	66	23
85	71	51
110	70	30
75	50	45
110	61	16
70	41	41
135	61	45
106	60	18
130	75	20
117	77	15
115	66	38
51	32	32
71	42	42
100	61	16
59	35	35
72	48	48
105	75	24
100	60	33
110	70	17
126	70	25
95	55	55
125	82	16
110	52	31
108	32	19
49	33	33
125	45	25
106	60	19
90	52	52
76	47	47
120	74	21
110	79	31
106	71	21
100	52	33
100	52	33
115	65	20
115	72	20
91	66	18
107	72	22
80	45	45
65	40	40
116	51	27
102	69	21
129	50	50
129	51	50
105	76	30
90	60	36
80	45	45
102	65	55
120	67	29
130	81	24
111	31	20
70	38	27
70	39	27
103	68	21
90	60	27
116	79	25
128	81	24
120	80	30
87	47	45
87	47	45
87	47	45
117	76	31
115	75	31
136	92	20
120	81	31
115	74	17
130	77	20
121	70	16
127	77	21
124	80	19
135	85	25
136	81	20
125	81	20
137	81	21
117	51	51
107	90	35
130	90	27
130	90	26
130	90	27
130	90	27
122	80	30
95	61	16
117	62	36
73	44	43
73	43	43
100	41	30
110	32	18
125	66	16
102	72	17
110	64	19
135	80	20
136	77	21
120	65	30
120	65	33
120	65	33
120	65	32
120	65	32
120	65	28
120	65	29
120	70	17
120	70	17
120	70	17
120	70	17
132	90	36
80	58	21
110	46	16
126	59	14
108	66	16
130	49	48
120	70	15
116	73	31
129	111	17
126	50	39
114	66	21
100	50	48
116	76	37
92	46	15
126	81	26
120	71	20
81	59	46
92	51	51
123	60	30
130	111	29
120	71	20
100	62	20
110	74	22
74	44	44
136	66	18
80	46	46
137	73	20
120	72	15
104	68	17
132	91	36
125	76	25
135	41	24
57	34	34
113	56	49
132	50	50
81	47	46
120	70	22
121	70	20
121	70	20
117	55	17
120	65	33
92	45	15
76	44	14
130	72	20
86	62	21
44	40	42
130	82	31
125	76	25
120	76	20
74	44	17
90	57	24
98	64	30
103	71	40
110	74	23
86	38	36
125	85	33
125	90	35
95	63	40
100	100	10
120	62	17
120	77	21
131	76	19
136	90	26
108	100	20
120	65	28
136	77	21
130	76	20
120	70	20
132	87	42
104	71	22
106	67	16
130	71	23
92	85	27
110	56	14
125	37	26
126	77	16
96	60	15
130	71	21
126	68	20
130	82	29
130	71	20
138	82	27
120	73	20
135	76	20
136	76	20
124	73	20
105	67	18
125	77	26
120	73	30
130	71	19
135	67	20
130	72	21
121	72	24
70	47	25
70	46	26
135	75	20
125	80	25
125	75	19
120	36	25
130	70	21
135	75	20
131	90	41
131	90	27
115	73	19
115	60	35
121	72	21
120	72	20
135	95	20
131	71	17
138	82	37
115	71	20
130	74	20
131	78	20
128	70	28
98	62	52
120	70	18
138	82	27
130	82	21
117	51	18
110	67	22
116	64	28
121	69	20
120	72	18
127	71	19
133	68	20
83	70	52
138	91	35
135	91	23
112	67	33
109	67	15
116	72	17
115	69	20
115	72	20
128	78	28
125	70	20
59	36	36
125	70	20
70	36	25
70	61	18
70	61	18
120	73	27
120	72	26
120	73	27
120	72	20
108	64	44
115	77	16
110	67	23
98	60	16
128	76	30
117	75	27
130	66	20
130	82	23
134	89	23
135	81	26
130	82	24
120	76	15
130	73	20
130	75	20
136	75	20
135	76	20
110	70	28
117	57	15
111	71	20
130	73	20
131	61	19
130	62	17
130	67	18
130	70	20
130	73	22
115	65	19
122	72	15
122	62	13
120	63	15
135	80	23
135	98	34
114	77	47
106	64	16
110	60	10
136	75	20
127	77	20
130	74	21
130	66	21
130	66	18
112	65	20
136	81	21
125	77	25
121	72	17
70	51	26
110	80	10
110	68	20
137	39	21
106	71	31
122	62	14
70	50	25
68	35	25
70	50	26
120	70	14
118	66	19
133	73	23
130	75	27
131	96	40
70	50	25
121	85	29
123	75	23
110	67	28
57	35	35
120	84	26
130	82	26
69	43	42
131	79	29
137	96	31
121	71	25
130	80	30
130	77	20
90	62	50
114	63	19
115	63	19
110	74	18
125	52	19
118	72	21
121	71	31
130	74	21
126	76	26
120	60	35
126	80	35
130	70	15
130	73	21
130	72	21
131	77	21
128	80	24
131	71	20
130	70	20
111	71	21
111	72	21
112	71	26
132	90	35
116	61	19
122	73	31
85	73	23
86	73	23
70	52	25
115	74	14
129	95	17
129	95	17
129	94	18
135	41	24
110	62	15
125	72	32
130	77	23
79	45	44
133	83	26
106	76	26
135	82	20
106	70	15
105	75	23
100	51	35
80	57	20
80	52	23
120	36	25
112	71	16
121	66	20
117	77	30
100	66	20
121	73	35
128	80	24
133	85	44
135	86	44
130	77	23
130	75	23
110	82	30
126	89	37
135	54	15
112	54	17
120	71	21
81	47	47
125	80	23
135	82	25
129	73	19
125	81	25
135	80	20
135	80	20
95	62	24
136	40	27
85	56	26
123	51	31
81	66	47
139	75	21
85	56	25
85	55	25
125	80	23
129	73	20
115	76	34
116	83	40
130	32	25
100	50	25
111	28	25
98	64	19
117	68	15
117	68	16
116	85	21
115	75	15
131	76	29
83	50	50
80	45	45
66	46	25
93	53	43
110	70	18
137	80	22
130	72	20
128	70	15
96	60	15
72	44	44
92	52	52
64	53	31
120	52	20
136	35	25
114	69	18
135	79	21
111	66	15
80	47	47
130	74	20
120	66	21
79	47	47
117	65	20
117	61	16
120	70	30
118	67	18
121	66	31
121	66	31
111	70	21
110	65	20
67	43	24
131	70	20
122	72	16
130	70	18
70	43	16
129	74	20
108	61	18
130	87	20
125	75	25
75	50	50
115	72	15
135	36	20
116	76	20
125	86	51
130	90	53
125	85	43
131	72	26
110	55	55
135	70	18
94	47	18
88	50	50
137	77	25
89	62	38
130	75	19
138	82	23
135	82	20
129	74	20
121	62	16
122	72	20
135	34	26
130	80	27
130	73	20
126	82	25
130	80	25
125	81	25
130	82	22
125	81	19
125	81	25
137	97	27
126	70	20
125	71	20
125	70	22
85	56	26
130	80	27
130	80	25
125	85	31
130	81	26
137	97	35
121	72	21
133	85	23
130	80	30
131	80	30
70	40	40
83	46	46
130	75	25
107	70	16
135	82	23
130	81	21
65	42	42
126	71	21
127	72	21
135	78	23
87	77	47
126	72	27
127	75	30
90	47	45
120	70	33
120	69	33
120	70	33
130	77	23
80	46	46
72	40	40
95	62	22
100	66	16
110	68	19
120	70	41
120	70	20
120	74	18
100	50	20
130	82	30
130	80	30
135	85	29
110	71	19
110	73	23
135	84	42
106	70	16
137	71	20
110	72	20
95	65	40
120	70	21
132	89	44
110	70	25
125	70	17
115	67	20
115	68	20
114	67	19
125	71	21
120	75	35
130	86	21
72	43	43
130	60	20
120	72	26
138	90	33
60	45	40
130	60	20
130	66	21
120	77	20
139	72	30
100	71	40
111	66	31
116	80	21
100	72	20
101	60	18
130	65	20
100	60	20
110	70	25
137	75	20
95	46	46
114	75	41
119	73	21
119	73	21
107	70	25
118	32	25
88	70	24
130	78	20
130	80	18
85	51	15
98	64	30
97	64	30
101	50	17
116	75	25
70	36	25
135	52	50
132	112	20
110	32	20
110	32	20
101	70	25
64	40	40
78	67	24
76	66	24
75	65	23
130	62	27
122	100	40
120	72	20
137	71	21
137	76	20
130	54	18
121	51	50
92	57	28
110	77	27
88	61	21
98	51	30
115	51	51
85	46	46
130	77	30
125	71	22
120	65	18
130	82	20
135	81	20
124	70	37
112	62	11
90	65	40
110	75	44
62	38	35
115	55	22
111	62	27
120	73	15
130	73	15
120	60	33
125	66	29
125	75	23
70	40	26
127	66	16
115	35	25
85	53	45
110	65	20
120	37	25
95	66	20
120	72	20
120	71	21
120	70	20
105	76	28
90	50	15
107	59	45
120	65	50
100	70	25
122	80	28
122	80	25
100	70	25
93	61	34
125	70	15
117	60	36
97	65	27
116	61	35
126	75	25
125	75	25
117	60	36
117	60	36
117	60	36
116	61	35
116	61	35
116	61	35
105	55	15
112	70	20
105	34	25
107	30	18
103	65	22
105	70	56
100	70	20
65	39	39
120	71	21
110	68	19
130	79	19
70	43	43
111	76	40
120	60	33
120	60	33
120	60	33
120	60	33
120	60	33
120	60	32
120	60	33
120	60	33
120	60	33
120	60	33
120	60	33
120	60	33
120	60	33
120	60	33
120	60	32
120	60	32
126	65	30
55	40	40
125	75	30
126	76	30
125	76	32
125	75	30
125	75	32
125	75	30
121	75	20
121	74	20
120	65	30
115	81	19
105	56	18
106	75	32
115	67	25
70	50	27
112	65	20
80	60	42
136	81	26
130	81	24
136	80	23
115	65	23
131	88	26
130	82	21
130	76	24
116	77	42
115	62	33
100	62	20
120	65	20
120	62	20
94	62	22
136	68	15
95	53	30
102	62	22
110	62	20
135	77	18
131	78	26
110	71	27
132	75	16
75	46	46
120	76	22
135	125	33
133	120	30
120	60	32
120	65	30
120	65	30
120	65	50
125	60	30
125	75	30
105	61	36
105	61	36
105	61	36
100	70	10
95	67	19
103	49	35
130	91	36
110	67	44
122	92	31
90	50	50
114	75	34
101	66	30
105	46	15
115	66	16
62	45	25
